currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDAUD,1,llama3-8b,13,0.5,45,0.67,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDAUD,1,llama3-8b,14,0.2,32,0.492,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.8
USDAUD,1,llama3-8b,15,0.5,45,0.67,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDAUD,1,llama3-8b,16,0.5,45,0.67,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDAUD,1,llama3-8b,17,0.2,31,0.436,"[""inflation"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDAUD,1,llama3-8b,18,0.2,29,0.574,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.8
USDAUD,1,llama3-8b,19,0.5,45,0.67,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDAUD,1,qwen2.5-7b,0,0.2,37,0.622,"[""inflation"", ""risk_sentiment"", ""commodity""]",3,0.7
USDAUD,1,qwen2.5-7b,1,0.2,37,0.622,"[""inflation"", ""risk_sentiment"", ""commodity""]",3,0.7
USDAUD,1,qwen2.5-7b,2,0.2,38,0.678,"[""inflation"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.7
USDAUD,1,qwen2.5-7b,3,0.2,37,0.622,"[""inflation"", ""risk_sentiment"", ""commodity""]",3,0.7
USDAUD,1,qwen2.5-7b,4,0.2,38,0.678,"[""inflation"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.7
USDAUD,1,qwen2.5-7b,5,0.2,38,0.678,"[""inflation"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.7
USDAUD,1,qwen2.5-7b,6,0.2,37,0.422,"[""inflation"", ""commodity""]",2,0.7
USDAUD,1,qwen2.5-7b,7,0.2,40,0.69,"[""inflation"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDAUD,1,qwen2.5-7b,8,0.2,40,0.44,"[""inflation"", ""commodity""]",2,0.7
USDAUD,1,qwen2.5-7b,9,0.2,37,0.422,"[""inflation"", ""commodity""]",2,0.7
USDAUD,1,qwen2.5-7b,10,0.2,40,0.59,"[""inflation"", ""risk_sentiment""]",2,0.7
USDAUD,1,qwen2.5-7b,11,0.2,35,0.66,"[""inflation"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.7
USDAUD,1,qwen2.5-7b,12,0.2,37,0.722,"[""inflation"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.7
USDAUD,1,qwen2.5-7b,13,0.2,34,0.704,"[""inflation"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.7
USDAUD,1,qwen2.5-7b,14,0.2,36,0.616,"[""inflation"", ""risk_sentiment"", ""commodity""]",3,0.7
USDAUD,1,qwen2.5-7b,15,0.2,36,0.616,"[""inflation"", ""risk_sentiment"", ""commodity""]",3,0.7
USDAUD,1,qwen2.5-7b,16,0.2,35,0.61,"[""inflation"", ""risk_sentiment"", ""commodity""]",3,0.7
USDAUD,1,qwen2.5-7b,17,0.2,39,0.684,"[""inflation"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDAUD,1,qwen2.5-7b,18,0.2,37,0.722,"[""inflation"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.7
USDAUD,1,qwen2.5-7b,19,0.2,35,0.71,"[""inflation"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.7
USDAUD,1,mistral-7b,0,0.1,38,0.478,"[""monetary_policy"", ""inflation"", ""commodity""]",3,0.7
USDAUD,1,mistral-7b,1,0.1,29,0.424,"[""inflation"", ""market_technical"", ""commodity""]",3,0.75
USDAUD,1,mistral-7b,2,0.1,28,0.318,"[""inflation""]",1,0.75
USDAUD,1,mistral-7b,3,0.1,39,0.484,"[""monetary_policy"", ""inflation"", ""commodity""]",3,0.75
USDAUD,1,mistral-7b,4,0.1,33,0.398,"[""inflation"", ""commodity""]",2,0.75
USDAUD,1,mistral-7b,5,0.2,37,0.422,"[""inflation"", ""commodity""]",2,0.75
USDAUD,1,mistral-7b,6,0.1,29,0.324,"[""inflation""]",1,0.75
USDAUD,1,mistral-7b,7,0.1,32,0.392,"[""monetary_policy"", ""inflation""]",2,0.8
USDAUD,1,mistral-7b,8,0.2,36,0.416,"[""inflation"", ""commodity""]",2,0.75
USDAUD,1,mistral-7b,9,0.2,29,0.324,"[""inflation""]",1,0.75
USDAUD,1,mistral-7b,10,0.1,30,0.33,"[""inflation""]",1,0.7
USDAUD,1,mistral-7b,11,0.2,30,0.43,"[""monetary_policy"", ""inflation"", ""market_technical""]",3,0.75
USDAUD,1,mistral-7b,12,0.2,28,0.318,"[""inflation""]",1,0.75
USDAUD,1,mistral-7b,13,0.2,28,0.318,"[""inflation""]",1,0.75
USDAUD,1,mistral-7b,14,0.1,28,0.318,"[""inflation""]",1,0.75
USDAUD,1,mistral-7b,15,0.1,39,0.484,"[""monetary_policy"", ""inflation"", ""commodity""]",3,0.75
USDAUD,1,mistral-7b,16,0.1,28,0.318,"[""inflation""]",1,0.75
USDAUD,1,mistral-7b,17,0.1,30,0.38,"[""inflation"", ""commodity""]",2,0.75
USDAUD,1,mistral-7b,18,0.1,29,0.324,"[""inflation""]",1,0.75
USDAUD,1,mistral-7b,19,0.2,29,0.324,"[""inflation""]",1,0.65
