currency,horizon,model,rmse,mae,mape,da,type,config,news,prompt,n_windows
USDTWD,1,qwen2.5-7b,0.17989131178334655,0.1372722987937917,0.44932555249217576,60.0,llm,full_model,True,tsfl_few,30.0
USDTWD,5,qwen2.5-7b,0.2761656327744655,0.21207257633590731,0.6900682436829332,56.388888888888886,llm,baseline_llm,False,tsfl_zero,30.0
USDTWD,5,qwen2.5-7b,0.49797525451962005,0.3086188834381106,1.0203221623179568,57.16666666666666,llm,news_only,True,tsfl_zero,30.0
USDTWD,5,qwen2.5-7b,0.40298923900647343,0.31753297475942044,1.033009949480206,51.777777777777764,llm,prompt_only,False,tsfl_few,30.0
USDTWD,5,qwen2.5-7b,0.4119580595877961,0.31926613527043735,1.0419734700764383,52.666666666666664,llm,full_model,True,tsfl_few,30.0
USDTWD,10,qwen2.5-7b,0.4892957122998816,0.3971333465868635,1.3039886550317408,43.67063492063492,llm,baseline_llm,False,tsfl_zero,30.0
USDTWD,10,qwen2.5-7b,0.6287293811209461,0.4402242179222111,1.4507524334652542,47.5,llm,news_only,True,tsfl_zero,30.0
USDTWD,10,qwen2.5-7b,0.4570948265371651,0.37392005277125034,1.226484802703474,52.53968253968254,llm,prompt_only,False,tsfl_few,30.0
USDTWD,10,qwen2.5-7b,0.47151025551403086,0.3865645489921576,1.2669234043711255,48.78968253968254,llm,full_model,True,tsfl_few,30.0
USDAUD,1,qwen2.5-7b,0.012056082344247694,0.009455346088806745,0.6311603692544293,42.857142857142854,llm,baseline_llm,False,tsfl_zero,30.0
USDAUD,1,qwen2.5-7b,0.02624204571873025,0.01946587740023926,1.314391188194292,33.333333333333336,llm,news_only,True,tsfl_zero,30.0
USDAUD,1,qwen2.5-7b,0.018012333584046313,0.00978000469287233,0.6658817317284359,42.857142857142854,llm,prompt_only,False,tsfl_few,30.0
USDAUD,1,qwen2.5-7b,0.018679338176937475,0.012483676508267694,0.8439833374941546,28.571428571428573,llm,full_model,True,tsfl_few,30.0
USDAUD,5,qwen2.5-7b,0.01892655379211258,0.014261711343049974,0.9604630744905709,48.222222222222214,llm,baseline_llm,False,tsfl_zero,30.0
USDAUD,5,qwen2.5-7b,0.02991025576197395,0.024123629360755246,1.6256420894319212,44.11111111111111,llm,news_only,True,tsfl_zero,30.0
USDAUD,5,qwen2.5-7b,0.018163494778305766,0.012883160287936521,0.8605560833209269,54.66666666666666,llm,prompt_only,False,tsfl_few,30.0
USDAUD,5,qwen2.5-7b,0.024998037364216307,0.017663192692995048,1.193967932345232,51.22222222222222,llm,full_model,True,tsfl_few,30.0
USDAUD,10,qwen2.5-7b,0.026693659877529658,0.020244417106548927,1.3535001687040769,52.16269841269841,llm,baseline_llm,False,tsfl_zero,30.0
USDAUD,10,qwen2.5-7b,0.03292517613643343,0.026322761169195154,1.7714437658113351,52.16269841269842,llm,news_only,True,tsfl_zero,30.0
USDAUD,10,qwen2.5-7b,0.023889468510106673,0.017399943256656326,1.1630476843904154,55.05952380952381,llm,prompt_only,False,tsfl_few,30.0
USDAUD,10,qwen2.5-7b,0.028002839951731293,0.020362692002058022,1.3713994624063546,53.333333333333336,llm,full_model,True,tsfl_few,30.0
USDIDR,1,mistral-7b,117.75491296893861,83.7370568424479,0.5087361118303417,61.904761904761905,llm,baseline_llm,False,tsfl_zero,30.0
